age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed,subscribed_bin,never_contacted,balance_segment,segment,propension_score,score_decile,priorite
59,technician,married,primary,no,4198,no,no,cellular,14,jan,309,1,91.0,10,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9414286742997207,D10,PRIORITÉ 1 — Contacter en urgence
48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282.0,4,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.8728855998406776,D9,PRIORITÉ 1 — Contacter en urgence
45,admin.,married,secondary,no,5021,no,no,cellular,14,jan,233,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.757627190945542,D7,PRIORITÉ 1 — Contacter en urgence
36,admin.,married,,no,991,no,no,cellular,14,jan,589,2,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.7984832999172915,D7,PRIORITÉ 1 — Contacter en urgence
33,services,single,secondary,no,133,no,no,cellular,14,jan,305,2,274.0,1,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.682696664621969,D6,PRIORITÉ 1 — Contacter en urgence
32,admin.,married,secondary,no,366,no,no,cellular,14,jan,366,2,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.5809431239203449,D6,PRIORITÉ 2 — À qualifier
60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jan,295,3,347.0,1,failure,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.5255905861205086,D6,PRIORITÉ 2 — À qualifier
39,management,married,tertiary,no,2939,no,no,cellular,15,jan,348,2,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.5650789084974792,D6,PRIORITÉ 2 — À qualifier
37,admin.,single,secondary,no,4803,no,no,cellular,15,jan,396,2,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.8267237112767053,D8,PRIORITÉ 1 — Contacter en urgence
85,retired,married,primary,no,1255,no,no,cellular,15,jan,233,3,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.8371312439843825,D8,PRIORITÉ 1 — Contacter en urgence
79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272.0,2,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.936959605087525,D10,PRIORITÉ 1 — Contacter en urgence
64,retired,married,secondary,no,588,no,no,cellular,18,jan,366,1,91.0,2,failure,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.7966511081905789,D7,PRIORITÉ 1 — Contacter en urgence
42,technician,married,secondary,no,994,yes,no,cellular,18,jan,453,1,67.0,9,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.8413276091701711,D8,PRIORITÉ 1 — Contacter en urgence
47,blue-collar,married,secondary,no,820,no,no,cellular,18,jan,262,1,91.0,1,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.8146061952416547,D8,PRIORITÉ 1 — Contacter en urgence
66,retired,married,secondary,no,203,no,no,cellular,18,jan,353,1,195.0,1,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9478595855428691,D10,PRIORITÉ 1 — Contacter en urgence
61,retired,married,secondary,no,86,no,no,cellular,25,jan,639,1,94.0,1,success,yes,1,0,Q1 — Faible solde,CHAUD,0.9265678873526013,D10,PRIORITÉ 1 — Contacter en urgence
27,admin.,married,tertiary,no,2855,no,no,cellular,25,jan,240,1,301.0,3,failure,yes,1,0,Q4 — Solde élevé,CHAUD,0.6910242229531413,D6,PRIORITÉ 1 — Contacter en urgence
63,retired,married,secondary,no,474,no,no,cellular,25,jan,423,1,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.8401285484271176,D8,PRIORITÉ 1 — Contacter en urgence
36,management,married,tertiary,no,203,no,no,cellular,25,jan,255,1,88.0,1,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.8246961488288167,D8,PRIORITÉ 1 — Contacter en urgence
38,unemployed,married,primary,no,7005,yes,no,cellular,25,jan,696,1,202.0,2,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.910812766081771,D9,PRIORITÉ 1 — Contacter en urgence
92,retired,married,,no,775,no,no,cellular,26,jan,164,4,96.0,3,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.7052630416854293,D7,PRIORITÉ 1 — Contacter en urgence
77,retired,married,secondary,no,4112,no,no,telephone,26,jan,1616,1,95.0,2,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9126804472542076,D9,PRIORITÉ 1 — Contacter en urgence
30,admin.,single,secondary,no,255,no,no,cellular,27,jan,143,1,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.3782872758291139,D5,PRIORITÉ 2 — À qualifier
81,retired,married,primary,no,243,no,no,cellular,27,jan,340,1,92.0,1,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9477435837110644,D10,PRIORITÉ 1 — Contacter en urgence
42,,single,,no,942,no,no,cellular,27,jan,245,1,92.0,2,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.865875415045505,D9,PRIORITÉ 1 — Contacter en urgence
48,admin.,divorced,secondary,no,1180,no,no,cellular,27,jan,142,1,238.0,3,other,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.4733221081406214,D5,PRIORITÉ 2 — À qualifier
52,services,married,secondary,no,992,yes,no,cellular,27,jan,342,1,92.0,2,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.7794043511065296,D7,PRIORITÉ 1 — Contacter en urgence
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,164,4,92.0,4,success,yes,1,0,Q1 — Faible solde,CHAUD,0.5546402313166101,D6,PRIORITÉ 2 — À qualifier
61,admin.,married,,no,4629,yes,no,cellular,27,jan,181,1,92.0,1,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9249939427603004,D10,PRIORITÉ 1 — Contacter en urgence
20,student,single,,no,829,no,no,cellular,27,jan,196,3,202.0,2,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.9280086479024632,D10,PRIORITÉ 1 — Contacter en urgence
39,admin.,married,secondary,no,0,no,no,cellular,27,jan,366,1,436.0,10,failure,yes,1,0,Q1 — Faible solde,CHAUD,0.6060879318768645,D6,PRIORITÉ 1 — Contacter en urgence
44,technician,married,secondary,no,2776,yes,no,cellular,27,jan,701,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.7748383465150639,D7,PRIORITÉ 1 — Contacter en urgence
73,retired,married,primary,no,279,no,no,cellular,28,jan,399,3,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.877776555684356,D9,PRIORITÉ 1 — Contacter en urgence
36,student,single,tertiary,no,129,no,no,cellular,28,jan,918,1,93.0,1,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9180020025062614,D10,PRIORITÉ 1 — Contacter en urgence
48,management,married,tertiary,no,157,no,no,cellular,28,jan,417,4,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.5317978745373172,D6,PRIORITÉ 2 — À qualifier
52,services,married,secondary,no,659,no,no,cellular,28,jan,390,4,93.0,1,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.753496768367916,D7,PRIORITÉ 1 — Contacter en urgence
30,blue-collar,married,secondary,no,2493,no,no,cellular,28,jan,293,2,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.43299697134696447,D5,PRIORITÉ 2 — À qualifier
36,management,married,tertiary,no,3949,no,no,cellular,28,jan,130,2,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.3295855085885557,D5,PRIORITÉ 3 — Nurturing
80,retired,married,primary,no,997,no,no,cellular,28,jan,151,1,91.0,3,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.7916502534802828,D7,PRIORITÉ 1 — Contacter en urgence
33,technician,married,tertiary,no,1699,no,no,cellular,28,jan,202,1,83.0,3,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.8997898000349853,D9,PRIORITÉ 1 — Contacter en urgence
56,technician,married,tertiary,no,1181,no,no,cellular,28,jan,186,1,433.0,1,failure,yes,1,0,Q3 — Solde moyen-haut,TIÈDE,0.5381769359028813,D6,PRIORITÉ 2 — À qualifier
54,admin.,married,secondary,no,0,no,no,cellular,28,jan,161,1,98.0,2,failure,yes,1,0,Q1 — Faible solde,CHAUD,0.24062069425974883,D4,PRIORITÉ 3 — Nurturing
34,admin.,married,tertiary,no,0,no,no,cellular,28,jan,155,2,,0,,yes,1,1,Q1 — Faible solde,CHAUD,0.2415946843082864,D4,PRIORITÉ 3 — Nurturing
66,retired,married,tertiary,no,1948,no,no,cellular,28,jan,216,1,91.0,4,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9350682049721412,D10,PRIORITÉ 1 — Contacter en urgence
52,blue-collar,married,primary,no,306,no,no,cellular,28,jan,223,1,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.31120276993298646,D5,PRIORITÉ 3 — Nurturing
60,retired,married,secondary,no,18967,yes,no,cellular,29,jan,177,2,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.5484446098907146,D6,PRIORITÉ 2 — À qualifier
28,admin.,single,secondary,no,261,yes,yes,cellular,29,jan,254,3,142.0,6,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.6393243044286742,D6,PRIORITÉ 1 — Contacter en urgence
56,retired,divorced,primary,no,694,no,no,cellular,29,jan,144,1,102.0,1,other,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.25026959424006057,D4,PRIORITÉ 3 — Nurturing
36,technician,married,tertiary,no,202,no,no,cellular,29,jan,313,1,120.0,3,failure,yes,1,0,Q2 — Solde moyen-bas,TIÈDE,0.4421828294942772,D5,PRIORITÉ 2 — À qualifier
45,management,single,tertiary,no,4831,no,no,cellular,29,jan,479,11,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.9260808568949112,D10,PRIORITÉ 1 — Contacter en urgence
60,management,married,,no,264,no,no,telephone,1,feb,265,1,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.5404454172050263,D6,PRIORITÉ 2 — À qualifier
33,entrepreneur,single,secondary,no,278,no,no,cellular,1,feb,563,5,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.7041113278122102,D7,PRIORITÉ 1 — Contacter en urgence
77,retired,married,tertiary,no,7802,no,no,telephone,1,feb,483,2,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.8849021908375312,D9,PRIORITÉ 1 — Contacter en urgence
66,retired,married,primary,no,3629,no,no,cellular,2,feb,474,1,172.0,2,other,yes,1,0,Q4 — Solde élevé,CHAUD,0.8440052181608855,D8,PRIORITÉ 1 — Contacter en urgence
45,management,married,tertiary,no,547,no,no,cellular,2,feb,577,1,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.8097551821700235,D8,PRIORITÉ 1 — Contacter en urgence
30,student,single,,no,4468,no,no,cellular,2,feb,204,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.7721940231083382,D7,PRIORITÉ 1 — Contacter en urgence
56,services,married,secondary,no,1989,no,no,cellular,3,feb,336,2,281.0,2,failure,yes,1,0,Q4 — Solde élevé,TIÈDE,0.6826654412192794,D6,PRIORITÉ 1 — Contacter en urgence
64,housemaid,married,,no,2645,no,no,telephone,3,feb,219,2,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.7970898523143003,D7,PRIORITÉ 1 — Contacter en urgence
30,technician,single,tertiary,no,4060,no,no,cellular,3,feb,179,1,93.0,1,other,yes,1,0,Q4 — Solde élevé,TIÈDE,0.765410425257084,D7,PRIORITÉ 1 — Contacter en urgence
33,technician,married,secondary,no,303,yes,no,cellular,3,feb,355,1,301.0,5,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.8457066760660645,D8,PRIORITÉ 1 — Contacter en urgence
72,retired,married,primary,no,2600,no,no,cellular,3,feb,443,2,82.0,3,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9344298308303064,D10,PRIORITÉ 1 — Contacter en urgence
44,technician,married,tertiary,no,1818,yes,yes,cellular,3,feb,508,1,92.0,4,failure,yes,1,0,Q4 — Solde élevé,TIÈDE,0.7325646578845725,D7,PRIORITÉ 1 — Contacter en urgence
37,admin.,single,secondary,no,728,no,no,cellular,3,feb,129,1,174.0,2,other,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.44516400800287537,D5,PRIORITÉ 2 — À qualifier
52,blue-collar,married,secondary,no,955,no,yes,cellular,3,feb,153,1,48.0,3,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.8015757231534142,D8,PRIORITÉ 1 — Contacter en urgence
37,technician,single,secondary,no,265,yes,yes,cellular,3,feb,140,1,366.0,2,failure,yes,1,0,Q2 — Solde moyen-bas,FROID,0.16814206626378145,D4,PRIORITÉ 3 — Nurturing
34,management,married,tertiary,no,123,no,no,cellular,3,feb,301,3,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.5929363779993766,D6,PRIORITÉ 2 — À qualifier
78,retired,married,,no,4807,no,no,telephone,3,feb,892,2,104.0,4,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9531478313405625,D10,PRIORITÉ 1 — Contacter en urgence
45,admin.,married,secondary,no,205,no,no,cellular,3,feb,373,1,92.0,1,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9346253747925453,D10,PRIORITÉ 1 — Contacter en urgence
68,retired,married,tertiary,no,2812,no,no,cellular,3,feb,279,2,181.0,1,failure,yes,1,0,Q4 — Solde élevé,CHAUD,0.8622368090356205,D8,PRIORITÉ 1 — Contacter en urgence
53,management,married,tertiary,no,6571,no,no,cellular,3,feb,208,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.7834371202775622,D7,PRIORITÉ 1 — Contacter en urgence
39,services,married,secondary,no,2758,no,no,cellular,4,feb,658,3,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.846536415151493,D8,PRIORITÉ 1 — Contacter en urgence
55,management,divorced,tertiary,no,2037,no,no,cellular,4,feb,305,2,94.0,3,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9601116892567605,D10,PRIORITÉ 1 — Contacter en urgence
32,student,single,tertiary,no,0,no,no,cellular,4,feb,233,3,276.0,2,failure,yes,1,0,Q1 — Faible solde,CHAUD,0.5682785256401992,D6,PRIORITÉ 2 — À qualifier
76,retired,married,primary,no,2223,no,no,telephone,4,feb,429,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.8282662997057451,D8,PRIORITÉ 1 — Contacter en urgence
35,admin.,divorced,secondary,no,1085,no,no,cellular,4,feb,195,6,97.0,12,other,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.6469265453557749,D6,PRIORITÉ 1 — Contacter en urgence
55,admin.,married,secondary,no,602,no,no,cellular,4,feb,390,2,150.0,6,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.9140680602186431,D9,PRIORITÉ 1 — Contacter en urgence
41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184.0,6,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.9345251601293859,D10,PRIORITÉ 1 — Contacter en urgence
35,unemployed,single,tertiary,no,415,no,no,cellular,4,feb,649,1,176.0,1,failure,yes,1,0,Q2 — Solde moyen-bas,TIÈDE,0.8297848485426331,D8,PRIORITÉ 1 — Contacter en urgence
80,retired,married,secondary,no,2354,no,no,telephone,4,feb,739,1,181.0,2,failure,yes,1,0,Q4 — Solde élevé,CHAUD,0.8625193471072536,D8,PRIORITÉ 1 — Contacter en urgence
38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,181.0,5,failure,yes,1,0,Q2 — Solde moyen-bas,TIÈDE,0.7693851975575502,D7,PRIORITÉ 1 — Contacter en urgence
48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,feb,489,1,178.0,2,failure,yes,1,0,Q4 — Solde élevé,TIÈDE,0.6513743011911213,D6,PRIORITÉ 1 — Contacter en urgence
25,management,married,,no,448,no,no,cellular,5,feb,151,1,297.0,1,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9094419254046193,D9,PRIORITÉ 1 — Contacter en urgence
36,admin.,single,tertiary,no,994,no,no,cellular,5,feb,195,1,176.0,5,failure,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.7733551022961975,D7,PRIORITÉ 1 — Contacter en urgence
29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,2,64.0,2,success,yes,1,0,Q1 — Faible solde,CHAUD,0.5717628094592538,D6,PRIORITÉ 2 — À qualifier
58,unemployed,married,secondary,no,1625,no,no,cellular,5,feb,286,2,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.6164132315359552,D6,PRIORITÉ 1 — Contacter en urgence
46,blue-collar,married,secondary,no,1144,yes,no,cellular,8,feb,376,2,129.0,3,other,yes,1,0,Q3 — Solde moyen-haut,TIÈDE,0.572919554502981,D6,PRIORITÉ 2 — À qualifier
23,admin.,single,tertiary,no,897,yes,no,cellular,8,feb,190,2,280.0,8,failure,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.537871144134707,D6,PRIORITÉ 2 — À qualifier
67,retired,divorced,secondary,no,704,no,no,cellular,8,feb,186,2,97.0,1,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.89900093926718,D9,PRIORITÉ 1 — Contacter en urgence
30,management,married,tertiary,no,1996,no,no,cellular,8,feb,1133,3,101.0,1,other,yes,1,0,Q4 — Solde élevé,CHAUD,0.9172469954215875,D10,PRIORITÉ 1 — Contacter en urgence
22,student,single,secondary,no,216,no,no,cellular,8,feb,363,1,187.0,1,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9491511744769205,D10,PRIORITÉ 1 — Contacter en urgence
45,admin.,married,secondary,no,1206,no,no,telephone,8,feb,309,1,446.0,3,failure,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.6587745193843636,D6,PRIORITÉ 1 — Contacter en urgence
40,management,married,tertiary,no,1855,no,no,telephone,8,feb,78,6,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.3393804937319476,D5,PRIORITÉ 3 — Nurturing
35,management,married,tertiary,no,62,no,no,cellular,8,feb,469,2,185.0,2,failure,yes,1,0,Q1 — Faible solde,CHAUD,0.7630622548697078,D7,PRIORITÉ 1 — Contacter en urgence
33,student,married,secondary,no,1536,no,no,cellular,9,feb,359,1,92.0,3,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.9401813067429984,D10,PRIORITÉ 1 — Contacter en urgence
60,technician,married,secondary,no,824,yes,no,cellular,9,feb,127,1,558.0,7,other,yes,1,0,Q3 — Solde moyen-haut,TIÈDE,0.3455467162838416,D5,PRIORITÉ 3 — Nurturing
24,student,single,tertiary,no,235,no,no,cellular,9,feb,98,1,92.0,1,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9016239986088972,D9,PRIORITÉ 1 — Contacter en urgence
18,student,single,,no,108,no,no,cellular,9,feb,92,1,183.0,1,success,yes,1,0,Q1 — Faible solde,CHAUD,0.8790997667223559,D9,PRIORITÉ 1 — Contacter en urgence
65,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,feb,290,1,92.0,1,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9539068898670369,D10,PRIORITÉ 1 — Contacter en urgence
27,management,single,tertiary,no,390,no,no,cellular,9,feb,120,2,104.0,2,failure,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.5415499067777603,D6,PRIORITÉ 2 — À qualifier
35,admin.,single,secondary,no,-32,no,yes,cellular,9,feb,63,4,182.0,5,failure,yes,1,0,Q1 — Faible solde,TIÈDE,0.0638122824617152,D3,PRIORITÉ 4 — Ne pas contacter
39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183.0,2,failure,yes,1,0,Q2 — Solde moyen-bas,TIÈDE,0.2649076745318809,D4,PRIORITÉ 3 — Nurturing
53,admin.,married,secondary,no,10541,no,no,cellular,9,feb,164,2,92.0,1,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9121913455967007,D9,PRIORITÉ 1 — Contacter en urgence
23,student,single,secondary,no,480,no,no,cellular,9,feb,742,2,182.0,1,failure,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.8898365915452116,D9,PRIORITÉ 1 — Contacter en urgence
34,admin.,married,secondary,no,2374,yes,no,cellular,9,feb,243,2,92.0,3,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.8782549743102046,D9,PRIORITÉ 1 — Contacter en urgence
36,management,single,tertiary,no,479,no,no,cellular,9,feb,629,2,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.8283810909643535,D8,PRIORITÉ 1 — Contacter en urgence
52,unemployed,married,secondary,no,94,no,no,cellular,10,feb,153,1,92.0,13,success,yes,1,0,Q1 — Faible solde,CHAUD,0.8468042641617536,D8,PRIORITÉ 1 — Contacter en urgence
36,student,single,,no,417,no,no,cellular,10,feb,151,1,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.6392189350011842,D6,PRIORITÉ 1 — Contacter en urgence
61,retired,married,tertiary,no,2557,yes,no,cellular,10,feb,158,2,92.0,5,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.92310700148377,D10,PRIORITÉ 1 — Contacter en urgence
58,technician,married,secondary,no,589,yes,no,cellular,10,feb,511,3,183.0,6,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.8582860482404722,D8,PRIORITÉ 1 — Contacter en urgence
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,feb,406,2,92.0,2,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.8538298903530367,D8,PRIORITÉ 1 — Contacter en urgence
34,management,divorced,tertiary,no,2885,no,no,cellular,10,feb,314,2,156.0,4,other,yes,1,0,Q4 — Solde élevé,CHAUD,0.7986246899864975,D7,PRIORITÉ 1 — Contacter en urgence
58,management,married,secondary,no,2155,no,yes,cellular,10,feb,135,2,92.0,5,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.7766490324933794,D7,PRIORITÉ 1 — Contacter en urgence
39,technician,divorced,secondary,no,902,yes,no,cellular,10,feb,691,2,180.0,5,failure,yes,1,0,Q3 — Solde moyen-haut,TIÈDE,0.751842696821503,D7,PRIORITÉ 1 — Contacter en urgence
44,management,married,tertiary,no,1791,no,no,cellular,11,feb,71,1,190.0,1,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.511480513289432,D5,PRIORITÉ 2 — À qualifier
54,,married,secondary,no,2206,no,no,cellular,11,feb,449,1,91.0,3,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9357377674998394,D10,PRIORITÉ 1 — Contacter en urgence
27,student,single,tertiary,no,5291,no,no,cellular,11,feb,293,1,91.0,4,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9639670300880646,D10,PRIORITÉ 1 — Contacter en urgence
77,retired,married,secondary,no,638,no,no,cellular,11,feb,288,1,188.0,1,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.9549758687363863,D10,PRIORITÉ 1 — Contacter en urgence
30,admin.,single,secondary,no,4448,no,no,cellular,11,feb,112,8,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.4446937864510034,D5,PRIORITÉ 2 — À qualifier
61,retired,married,tertiary,no,5267,no,no,cellular,11,feb,226,3,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.900036072708988,D9,PRIORITÉ 1 — Contacter en urgence
76,retired,married,primary,no,3324,no,no,cellular,11,feb,309,1,90.0,4,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9546284495492172,D10,PRIORITÉ 1 — Contacter en urgence
28,blue-collar,married,secondary,no,61,yes,no,cellular,11,feb,253,1,174.0,4,success,yes,1,0,Q1 — Faible solde,CHAUD,0.814491692211352,D8,PRIORITÉ 1 — Contacter en urgence
35,management,married,tertiary,no,0,yes,no,cellular,11,feb,391,2,92.0,5,success,yes,1,0,Q1 — Faible solde,CHAUD,0.8305561000236784,D8,PRIORITÉ 1 — Contacter en urgence
59,technician,married,secondary,no,116,no,no,cellular,11,feb,268,1,183.0,7,success,yes,1,0,Q1 — Faible solde,CHAUD,0.9198416151617677,D10,PRIORITÉ 1 — Contacter en urgence
42,blue-collar,married,secondary,no,413,yes,no,cellular,11,feb,456,2,184.0,2,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.6930613187000799,D6,PRIORITÉ 1 — Contacter en urgence
35,self-employed,single,tertiary,no,353,no,no,cellular,11,feb,352,1,183.0,1,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9155067812082481,D10,PRIORITÉ 1 — Contacter en urgence
